------- Teste Iniciado -------
Tempo de Análise: 00:00:00.0000208
1025,(-17.57, 1.08, -4.25),(-15.19, 1.55, -2.91),00:00:00.0000308
1026,(-17.64, 1.08, -4.26),(-15.20, 1.55, -2.84),00:00:00.0000143
1028,(-17.71, 1.08, -4.26),(-15.24, 1.53, -2.71),00:00:00.0000155
1030,(-17.78, 1.08, -4.26),(-15.28, 1.51, -2.56),00:00:00.0000187
1031,(-17.86, 1.08, -4.26),(-15.32, 1.51, -2.49),00:00:00.0000293
1033,(-17.94, 1.08, -4.25),(-15.39, 1.50, -2.35),00:00:00.0000141
1034,(-18.00, 1.08, -4.25),(-15.43, 1.50, -2.28),00:00:00.0000156
1035,(-18.06, 1.08, -4.24),(-15.47, 1.50, -2.20),00:00:00.0000155
1037,(-18.10, 1.08, -4.23),(-15.56, 1.51, -2.06),00:00:00.0000147
1038,(-18.17, 1.08, -4.22),(-15.61, 1.51, -1.99),00:00:00.0000143
1040,(-18.23, 1.08, -4.21),(-15.70, 1.51, -1.84),00:00:00.0000149
1042,(-18.30, 1.08, -4.20),(-15.78, 1.49, -1.69),00:00:00.0000391
1043,(-18.39, 1.08, -4.19),(-15.82, 1.49, -1.62),00:00:00.0000146
1045,(-18.46, 1.08, -4.18),(-15.88, 1.48, -1.47),00:00:00.0000139
1046,(-18.53, 1.08, -4.17),(-15.91, 1.48, -1.39),00:00:00.0000152
1048,(-18.60, 1.08, -4.16),(-15.96, 1.49, -1.23),00:00:00.0000361
1049,(-18.66, 1.08, -4.15),(-15.99, 1.49, -1.15),00:00:00.0000157
1051,(-18.72, 1.08, -4.14),(-16.03, 1.50, -0.99),00:00:00.0000373
1052,(-18.78, 1.08, -4.13),(-16.05, 1.51, -0.91),00:00:00.0000137
1053,(-18.84, 1.08, -4.12),(-16.08, 1.51, -0.83),00:00:00.0000153
1055,(-18.89, 1.08, -4.12),(-16.13, 1.50, -0.67),00:00:00.0000140
1056,(-18.94, 1.08, -4.11),(-16.16, 1.50, -0.59),00:00:00.0000142
1057,(-18.99, 1.08, -4.10),(-16.20, 1.49, -0.51),00:00:00.0000140
1058,(-19.04, 1.08, -4.08),(-16.25, 1.49, -0.43),00:00:00.0000146
1059,(-19.09, 1.08, -4.07),(-16.30, 1.49, -0.35),00:00:00.0000174
1060,(-19.14, 1.08, -4.06),(-16.36, 1.49, -0.27),00:00:00.0000337
1062,(-19.20, 1.08, -4.05),(-16.49, 1.51, -0.11),00:00:00.0000309
1063,(-19.27, 1.08, -4.03),(-16.56, 1.52, -0.03),00:00:00.0000350
1065,(-19.33, 1.08, -4.02),(-16.70, 1.53, 0.13),00:00:00.0000342
1066,(-19.39, 1.08, -4.00),(-16.76, 1.54, 0.20),00:00:00.0000194
1068,(-19.47, 1.08, -3.99),(-16.89, 1.54, 0.36),00:00:00.0000188
1070,(-19.54, 1.08, -3.97),(-17.00, 1.54, 0.52),00:00:00.0000199
1071,(-19.61, 1.08, -3.96),(-17.04, 1.53, 0.60),00:00:00.0000143
1072,(-19.66, 1.08, -3.94),(-17.09, 1.53, 0.68),00:00:00.0000139
1074,(-19.71, 1.08, -3.93),(-17.18, 1.53, 0.84),00:00:00.0000479
1076,(-19.79, 1.08, -3.91),(-17.28, 1.54, 1.00),00:00:00.0000197
1077,(-19.87, 1.08, -3.89),(-17.32, 1.54, 1.09),00:00:00.0000150
1079,(-19.93, 1.08, -3.87),(-17.42, 1.56, 1.25),00:00:00.0000133
1080,(-19.99, 1.08, -3.85),(-17.47, 1.56, 1.34),00:00:00.0000153
1081,(-20.05, 1.08, -3.83),(-17.52, 1.56, 1.43),00:00:00.0000185
1083,(-20.11, 1.08, -3.81),(-17.63, 1.54, 1.61),00:00:00.0000144
1085,(-20.18, 1.08, -3.78),(-17.75, 1.53, 1.78),00:00:00.0000157
1087,(-20.33, 1.08, -3.74),(-17.90, 1.51, 1.96),00:00:00.0000140
1089,(-20.58, 1.08, -3.72),(-18.07, 1.51, 2.14),00:00:00.0000572
1090,(-20.75, 1.08, -3.68),(-18.17, 1.51, 2.23),00:00:00.0000141
1091,(-20.83, 1.08, -3.64),(-18.27, 1.51, 2.31),00:00:00.0000159
1093,(-20.98, 1.08, -3.63),(-18.47, 1.52, 2.48),00:00:00.0000176
1094,(-21.15, 1.08, -3.63),(-18.56, 1.52, 2.56),00:00:00.0000189
1095,(-21.24, 1.08, -3.61),(-18.65, 1.52, 2.64),00:00:00.0000143
1097,(-21.48, 1.08, -3.60),(-18.82, 1.51, 2.80),00:00:00.0000361
1099,(-21.74, 1.08, -3.56),(-18.97, 1.50, 2.96),00:00:00.0000303
1102,(-21.96, 1.08, -3.56),(-19.17, 1.52, 3.22),00:00:00.0000155
------- Teste Finalizado -------
